issued,describedByType,systemOfRecords,references,landingPage,title,theme,spatial,programCode,describedBy,description,language,isPartOf,bureauCode,contactPoint,accessLevel,publisher,keyword,license,rights,modified,accrualPeriodicity,dataQuality,distribution,identifier 
,,,,,Approaches for Promoting Healthy Food Purchases by SNAP Participants Project,,United States,['005:056'],,"Due to the United States' high rates of obesity and diet-related chronic diseases, this project aims to develop a plan for front of package (FOP) and shelf-labeling systems that identifies healthy choices, develops theory-based approaches that leverage FOP and shelf-labeling systems to promote healthier food purchases by SNAP participants, and identifies further exploration through the implementation and testing of a future pilot study.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Chronic Diseases', 'FNS', 'Food', 'Obesity', 'SNAP']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-07-14,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/ICF-IHC-Final-Report-0714.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Approaches for Promoting Healthy Food Purchases by Supplemental Nutrition Assistance Program Participants Project'}]",USDA-FNS-69
,,,,,Calculating the SNAP Program Access Index: A Step-By-Step Guide for 2012,,United States,['005:056'],,The Program Access Index (PAI) is one of the measures the USDA Food and Nutrition Service (FNS) uses to reward States for high performance in the administration of the Supplemental Nutrition Assistance Program (SNAP). The Farm Security and Rural Investment Act of 2002 (also known as the 2002 Farm Bill) directed USDA to establish a number of indicators of effective program performance and to award bonus payments to States with the best and most improved performance. The PAI is designed to indicate the degree to which low-income people have access to SNAP benefits.,,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['FNS', 'Farm Bill', 'Program Access Index', 'Program Performance', 'SNAP']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-02-19,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/PAI2012.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Calculating the SNAP Program Access Index: A Step-By-Step Guide for 2012'}]",USDA-FNS-45
,,,,,Characteristics of SNAP Households: Fiscal Year 2012,,,['005:056'],,"This annual report provides details on the demographic characteristics and economic circumstances of SNAP households at both the national and the State level.  In 2012, one-person households comprised more than half the caseload (50.3 percent) and the average SNAP household benefit declined by $7 to $274.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Demographic Characteristics', 'FNS', 'SNAP', 'household']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-02-14,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/2012Characteristics.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Characteristics of SNAP Households: Fiscal Year 20 12'}]",USDA-FNS-44
2012-04-10,,,,,Child Nutrition Programs Disaster Response Memo,,United States,['005:054'],,"This memorandum provides an overview of ways State agencies, School Food Authorities (SFA) participating in the National School Lunch and School
Breakfast Programs (NSLP and SBP), institutions participating in the Child and Adult Care Food Program (CACFP), and sponsors participating in the
Summer Food Service Program (SFSP) can respond to situations
resulting from damage or disruptions due to natural disasters such as
hurricanes, tornadoes, and floods. State agencies should review the avenues available to prepare and plan before a disaster strikes so responses can be as swift as possible.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Child and Adult Care Food Program', 'Disaster', 'Flood', 'Food', 'Hurricanes', 'National School Lunch and School Breakfast Program', 'School', 'School Food Authorities', 'State agencies', 'Summer Food Service Program', 'Tornadoes']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2012-04-10,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/SP25_CACFP12_SFSP10-2012.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Child Nutrition Programs Disaster Response Memo'}]",USDA-FNS-24
,,,,,"Child and Adult Care Food Participation, Meals, and Cost Data",,United States,['005:054'],,"Child and Adult Care Food Participation plays a vital role in improving the quality of day care for children and elderly adults by making care more affordable for many low-income families.   Through CACFP, nearly 3 million children and 90,000 adults receive nutritious meals and snacks each day as part of the day care they receive.  The data set contains participation; meals served, and cash payments to states.",,,['005:84'],"{'hasEmail': 'mailto:Tim.Kreh@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Tim Kreh'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service, Department of Agriculture'}","['Adult', 'CACFP', 'Care', 'Child', 'Food', 'Participation', 'low-income', 'meals', 'nutritious', 'payments', 'states']",https://creativecommons.org/licenses/by/4.0,,2014-12-23,R/P3M,,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/pd/ccsummar.xls', 'mediaType': 'application/xls', '@type': 'dcat:Distribution', 'title': 'Web Page'}]",USDA-FNS-00006
,,,,,Child and Adult Care Food Program (CACFP): Assessment of Sponsor Tiering Determinations,,United States,['005:055'],,"The (CACFP) provides reimbursements for nutritious meals and snacks served in family day care homes, child care centers, and other participating facilities and programs.  This assessment examines the accuracy of the classification of Family Day Care Homes (FDCHs) participating in the U.S. Department of Agriculture's (USDA) Child and Adult Care Food Program.  The assessment provides estimates of the number of FDCHs misclassified by sponsoring agencies into the wrong tier and the resulting erroneous payments for meals and snacks reimbursed at the wrong rate for program year 2013.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Child and Adult Care Food Program', 'FDCH', 'USDA']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-09-14,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/CACFPTiering13.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Child and Adult Care Food Program (CACFP): Assessment of Sponsor Tiering Determinations'}]",USDA-FNS-67
,,,,,Commodity Supplemental Food Program: Total Participation,,United States,['005:055'],,Provide Persons participating in Commodity Supplemental Food Program on State level.,,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Commodity', 'Commodity Supplemental Food Program', 'Food', 'State Level', 'Supplemental']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-08-08,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/pd/20csfp.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Commodity Supplemental Food Program: Total Participation'}]",USDA-FNS-52
,,,,,Community Eligibility Provision Evaluation,,United States,['005:055'],,"The Healthy, Hunger-Free Kids Act (HHFKA) provided schools and districts that predominately serve low-income children with a new option for meal certification.  Under the Community Eligibility Provision, schools do not collect or process meal applications for free and reduced-price meals served in the National School Lunch Program and School Breakfast Program.  Schools must serve all meals at no cost with any costs in excess of the Federal reimbursement paid from non-Federal sources.  The evaluation, mandated by HHFKA, examined the implementation and impacts of the Community Eligibility Provision.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['FNS', 'HHFKA', 'National School Lunch Program', 'districts', 'meals', 'schools']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-02-11,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/CEPEvaluation.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Community Eligibility Provision Evaluation'}]",USDA-FNS-58
,,,,,Cost of Food Distribution Programs,,United States,['005:055'],,"Provide cost of Nutrition Services Incentive Program (NSIP--formerly Nutrition Program for the Elderly), Food Distribution on Indian Reservations (FDPIR), Commodity Supplemental Food (CSFP), Emergency Food Assistance (TEFAP) programs.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['CSFP', 'FDPIR', 'FNS', 'Food Distribution Programs', 'NSIP', 'TEFAP']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-08-08,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/pd/fd$sum.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Cost of Food Distribution Programs'}]",USDA-FNS-54
,,,,,Cost of Living Adjustment (COLA) Information,,United States,['005:056'],,"We adjust SNAP maximum allotments, deductions, and income eligibility standards at the beginning of each Federal fiscal year. The changes are based on changes in the cost of living. COLAs take effect on October 1 each year.

Maximum allotments are calculated from the cost of a market basket based on the Thrifty Food Plan for a family of four, priced in June that year. The maximum allotments for households larger and smaller than four persons are determined using formulas that account for economies of scale. Smaller households get slightly more per person than the four-person household. Larger households get slightly less.

Income eligibility standards are set by law. Gross monthly income limits are set at 130 percent of the poverty level for the household size. Net monthly income limits are set at 100 percent of poverty.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Aircraft Cost', 'SNAP', 'deduction', 'income']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-09-25,,,"[{'downloadURL': 'http://www.fns.usda.gov/snap/cost-living-adjustment-cola-information', 'mediaType': 'text/htm', '@type': 'dcat:Distribution', 'title': 'Cost of Living Adjustment (COLA) Information'}]",USDA-FNS-19
,,,,,Daily Food Plan for Preschoolers,,United States,['005:057'],,"A daily food plan shows what and how much your child should eat to meet his or her needs. You can create an eating plan for your preschooler using the SuperTracker's MyPlan. You will be asked to create a profile using your child’s information. You can register to save the profile if you want to. 
Use the Plan as a general guide to help you feed your child. It will show what and how much to offer your child to meet his or her needs.",,,['005:84'],"{'hasEmail': 'mailto:Jackie.Haven@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Jackie Haven'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['child', 'food', 'plan']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-07-23,,,"[{'downloadURL': 'http://www.choosemyplate.gov/preschoolers/daily-food-plans.html', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'Daily Food Plan for Preschoolers'}]",USDA-FNS-15
,,,,,"Dietary Guidelines for Americans, 2010",,United States,['005:057'],,"The new 2010 Dietary Guidelines for Americans focus on balancing calories with physical activity, and encourage Americans to consume more healthy foods like vegetables, fruits, whole grains, fat-free and low-fat dairy products, and seafood, and to consume less sodium, saturated and trans fats, added sugars, and refined grains.",,,['005:84'],"{'hasEmail': 'mailto:Jackie.Haven@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Jackie Haven'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Dietary', 'Food', 'calories', 'fruits', 'guidelines', 'health', 'vegetables']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2010-12-15,,,"[{'downloadURL': 'http://www.health.gov/dietaryguidelines/dga2010/DietaryGuidelines2010.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Dietary Guidelines for Americans, 2010'}]",USDA-FNS-13
,,,,,Disaster SNAP Guidance,,United States,['005:056'],,"This handbook describes D - SNAP policy, provides lessons learned from previous D-SNAPs, and contains toolkits to help SNAP offices plan for, organize, and operate a D-SNAP.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['SNAP', 'agricultural policy', 'disaster']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2013-04-04,,,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/D-SNAP_handbook.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Disaster SNAP Guidance'}]",USDA-FNS-21
,,,,,Disaster SNAP Tool Kit,,United States,['005:056'],,Disaster SNAP Tool Kit,,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Tool-Kit', 'disaster', 'snap']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2013-04-04,,,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/D-SNAP_Guidance_Handbook_Toolkit.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'DSNAP Tool Kit'}]",USDA-FNS-22
,,,,,Disaster Supplemental Nutrition Assistance Program Income Eligibility Standards and Allotments,,United States,['005:056'],,This dataset provides information about disaster Supplemental Nutrition Assistance Program (SNAP) income eligibility standards and allotments based on household size.,,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Disaster Gross Income Limit', 'Income', 'SNAP', 'disaster']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-01-24,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/FY2014-income_standards_without_ARRA.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Disaster Supplemental Nutrition Assistance Program Income Eligi bility Standards and Allotments'}]",USDA-FNS-25
,,,,,Dynamics and Determinants of Supplemental Nutrition Assistance Program Participation from 2008-2012,,,['005:056'],,This report describes the dynamics of the Supplemental Nutrition Assistance Program participation from 2008-2012.  It describe individuals’ patterns of SNAP participation and analyze which factors were associated with their decisions to enter or exit the program. It uses data from the U.S. Census Bureau’s Survey of Income and Program Participation covering the period from 2008 to 2012.,,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Food and Nutrition Service', 'Income and Program Participation', 'Report', 'SNAP']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-12-15,,True,"[{'accessURL': 'http://www.fns.usda.gov/sites/default/files/ops/Dynamics2008-2012.pdf', 'format': 'PDF', '@type': 'dcat:Distribution', 'title': 'Dynamics and Determinants of Supplemental Nutrition Assistance Program Participation from 2008-2012'}]",USDA-FNS-91
,,,,,Empirical Bayes Shrinkage Estimates of State SNAP Participation Rates,,United States,['005:056'],,"This report presents estimates that, for each state, measure the need for SNAP and the program’s effectiveness in each of the three years from 2009 to 2011.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['FNS', 'Program Effectiveness', 'SNAP']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-03-11,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/techpartrate2009-2011.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Empirical Bayes Shrinkage Estimates of State Supplemental Nutrition assistance Program Participation Rates in 2009-2011'}]",USDA-FNS-41
,,,,,Evaluation of the Healthy Incentives Pilot (HIP) Final Report-Summary,,United States,['005:056'],,"This final report summary describes the background, methods, and findings of the Healthy Incentives Pilot (HIP). This pilot project enabled SNAP participants to receive an incentive of 30 cents for every SNAP dollar spent on targeted fruits and vegetables at participating retailers. The comprehensive data concluded that HIP participants consumed 26 percent more of targeted fruits and vegetables compared to non-participants. The summary report also details the implications for HIP retailer participants and total costs.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Fruits', 'Healthy Incentives Pilot', 'Retailers', 'SNAP', 'Vegetables']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-09-14,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/HIP-Final-Summary.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Evaluation of the Healthy Incentives Pilot (HIP) Final Report-Summary'}]",USDA-FNS-66
,,,,,"Examining the Growth of Zero-Income SNAP Caseload: Characteristics, Circumstances, and Dynamics of Zero-Income SNAP Participants",,,['005:056'],,"This study describes the characteristics, circumstances, and participation and income dynamics of zero-income SNAP households and seeks to assess whether economic and policy changes may have affected this growth.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Food and Nutrition Service', 'Households', 'Policy Changes', 'SNAP', 'zero-income']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-10-15,,True,"[{'accessURL': 'http://www.fns.usda.gov/sites/default/files/ops/ZeroIncome-Vol1.pdf', 'format': 'PDF', '@type': 'dcat:Distribution', 'title': 'Examining the Growth of Zero-Income SNAP Caseload: Characteristics, Circumstances, and Dynamics of Zero-Income SNAP Participants'}]",USDA-FNS-89
,,,,,Expenditures on Children by Families,,United States,['005:057'],,This dataset provides expenditures on Children by Families provides estimates of the cost of raising children from birth through age 17 for major budgetary components.,,,['005:84'],"{'hasEmail': 'mailto:Mark.Lino@cnpp.usda.gov', '@type': 'vcard:Contact', 'fn': 'Mark Lino'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['budget', 'children', 'cost', 'expenditures', 'families', 'household', 'husband-wife', 'income', 'single-parent']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-08-16,R/P3M,,"[{'downloadURL': 'http://www.cnpp.usda.gov/sites/default/files/expenditures_on_children_by_families/crc2013.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'PDF File'}]",USDA-FNS-00002
,,,,,FNS Regions,,,['005:054'],,This dataset provides location and contact information for FNS regions.,,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['FNS', 'USDA', 'contact info', 'locations', 'regions']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-06-25,,True,"[{'accessURL': 'http://www.fns.usda.gov/fns-regional-offices', 'format': 'html', '@type': 'dcat:Distribution', 'title': 'FNS regional offices'}]",USDA-FNS-95
,,,,,FNS USDA Food Programs Disaster Manual,,United States,['005:056'],,"This manual contains important information for persons in Food and Nutrition Service (FNS) Headquarters, FNS Regional Offices, and Distributing Agencies (DA), which include State Distributing Agencies, and Indian Tribal Organizations that are charged with the responsibility of providing USDA Foods (formerly known as USDA commodities or donated food) to disaster relief organizations in the event of a disaster, emergency, or situation of distress.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Disaster', 'Distributing Agencies', 'Emergency', 'FNS', 'Indian Tribal', 'USDA Food']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2011-04-01,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/FDDDisasterManual.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'FNS-USDA Foods Program Disaster Manual'}]",USDA-FNS-27
,,,,,FNS' American Recovery and Reinvestment Act (AARA) Expenditures Table,,,['005:056'],,This table shows the total American Recovery and Reinvestment Act expenditures in regards to Food and Nutrition Service programs and benefits.,,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Benefits', 'Expenditures', 'FNS', 'Programs', 'Recovery and Reinvestment Act']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2015-02-06,,True,"[{'description': 'American Recovery and Reinvestment Act (AARA) Expenditures Table', 'format': 'PDF', 'title': 'American Recovery and Reinvestment Act (AARA) Expenditures Table', 'mediaType': 'application/pdf', 'downloadURL': 'http://www.fns.usda.gov/sites/default/files/pd/PD_ARRA.pdf', '@type': 'dcat:Distribution'}, {'description': ""FNS' American Recovery and Reinvestment Act (AARA) Expenditures Table"", 'format': 'PDF', 'title': ""FNS' American Recovery and Reinvestment Act (AARA) Expenditures Table"", 'mediaType': 'application/pdf', 'downloadURL': 'http://www.fns.usda.gov/sites/default/files/pd/PD_ARRA.pdf', '@type': 'dcat:Distribution'}]",USDA-FNS-85
,,,,,FNS' Food Assistance Program Cost Information Report,,,['005:055'],,This report contains key data regarding the cost of FNS' food assistance programs.  The report summarizes data submitted by various reporting agencies for the United States during fiscal year 2013 and fiscal year 2014.,,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Data', 'FNS', 'Food Assistance Program Cost', 'Report']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-06-15,,True,"[{'description': ""FNS' Food Assistance Program Cost Information Report"", 'format': 'PDF', 'title': ""FNS' Food Assistance Program Cost Information Report"", 'mediaType': 'application/pdf', 'downloadURL': 'http://www.fns.usda.gov/sites/default/files/datastatistics/Keydata-June-2014.pdf', '@type': 'dcat:Distribution'}]",USDA-FNS-81
,,,,,Farm to School Census 2013,,United States,['005:054'],,"This dataset contains data for all of the school districts that responded to the USDA Farm to School Census in 2013 regarding the 2011-12 and 2012-13 school years. 

To determine the prevalence of farm to school programs in the United States, USDA surveyed an estimated 13,000 public school districts.",,,['005:84'],"{'hasEmail': 'mailto:Matthew.Benson@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Matthew Benson'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Farm to School Census', 'USDA', 'districts', 'school']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-05-22,,True,"[{'downloadURL': 'http://www.fns.usda.gov/farmtoschool/census#/', 'mediaType': 'text/html', '@type': 'dcat:Distribution', 'title': 'farm-to-school-census-2013'}]",USDA-FNS-37
,,,,,Farm to School Census Explorer Tool,,,['005:054'],,"This dataset allows users to drill-down into the data from the USDA Farm to School Census. Once you’ve conducted your query, you can easily download your results in an excel file.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Census', 'FNS', 'Farm to School', 'USDA']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-05-15,,True,"[{'accessURL': 'http://www.fns.usda.gov/farmtoschool/census/explore', 'format': 'xls', '@type': 'dcat:Distribution', 'title': 'Farm to School Census Explorer Tool'}]",USDA-FNS-94
,,,,,Farm to School Contacts,,,['005:054'],,This dataset provides contact information for Farms to School for each state.,,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['Contact Information', 'Farms to School', 'State']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-01-22,,True,"[{'accessURL': 'http://www.fns.usda.gov/farmtoschool/farm-school-contacts', 'format': 'html', '@type': 'dcat:Distribution', 'title': 'Farm to School Contacts'}]",USDA-FNS-96
,,,,,Farmers Market Incentive Provider Study,,United States,['005:056'],,"To encourage Supplemental Nutrition Assistance Program  participants to shop at farmers markets, various organizations have been providing financial incentives to participants who redeem SNAP benefits at participating farmers markets.  This report is meant to be the first systematic study of the roles different organizations play in designing and implementing SNAP based incentive programs, how they choose markets for their programs, and how they evaluate success of their programs.",,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['SNAP', 'farmers market', 'financial', 'incentive programs', 'report', 'success']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2014-03-13,,True,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/FarmersMarketIncentiveProvider.pdf', 'mediaType': 'application/pdf', '@type': 'dcat:Distribution', 'title': 'Farmers Market Incentive Provider Study'}]",USDA-FNS-39
,,,,,Federal Cost of School Food Program Data,,United States,['005:054'],,"The mission of FNS is to provide children and needy families better access to food and a more healthful diet through its food assistance programs and comprehensive nutrition education efforts.   These dataset provides a summary of all the FNS School Food Program combined into one dataset.  It contains cash payments and commodity costs for the National School Lunch Program, School Breakfast Program and the Special Milk Program. (format: html,  xls)",,,['005:84'],"{'hasEmail': 'mailto:Tim.Kreh@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Tim Kreh'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service, Department of Agriculture'}","['Breakfast', 'Children', 'Federal', 'Interactive', 'Lunch', 'Milk', 'National', 'Program', 'commodity', 'diet', 'education', 'food', 'healthful', 'needy', 'nutrition', 'school']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-02-24,R/P3M,,"[{'downloadURL': 'http://www.fns.usda.gov/sites/default/files/pd/cncost.xls', 'mediaType': 'application/xls', '@type': 'dcat:Distribution', 'title': 'Web Page'}]",USDA-FNS-00008
,,,,,Find Summer Meals in Your Community,,,['005:054'],,Nutritious free meals are available for children and teens 18 and younger at many locations throughout the nation throughout the summer while school is out of session. This mapping tool helps to find a site near you.,,,['005:84'],"{'hasEmail': 'mailto:Kevin.Russ@fns.usda.gov', '@type': 'vcard:Contact', 'fn': 'Kevin Russ'}",public,"{'@type': 'org:Organization', 'name': 'Food and Nutrition Service'}","['children', 'free meals', 'map', 'school', 'summer meals', 'teens']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-06-15,,True,"[{'accessURL': 'http://www.fns.usda.gov/summerfoodrocks', '@type': 'dcat:Distribution', 'title': 'Find Summer Meals in Your Community'}, {'accessURL': 'http://www.fns.usda.gov/summerfoodrocks', 'format': 'API', '@type': 'dcat:Distribution', 'title': 'Find Summer Meals in Your Community'}]",USDA-FNS-92
